messageid	date	utc	tweeter	tweet
1401350302519812097	 2021-06-06 08:28:42	 +0700	 <getluckydream>	 Haduh dah males bgt gue harus jalan sama org kyk gitu modelannya
1401350301278371840	 2021-06-06 08:28:42	 +0700	 <shaacantik>	 @hanniha33 tag akuuu !!!! 😔💞
1401350299646775298	 2021-06-06 08:28:41	 +0700	 <chiizz13>	 @purplesky2209 Ganteng banget ini. Bomin blonde memang 👍🏻👍🏻👍🏻
1401350295997673472	 2021-06-06 08:28:41	 +0700	 <JoseAndre89>	 Kadang gue berasa bersyukur, meski tidur siang pas sore2, malam masih bisa tidur kisaran jam 10. Kemarin tidur siang jam 3 sampe jam 5, jam 10.30 udah tidur lg 😂
1401350294143787008	 2021-06-06 08:28:40	 +0700	 <LieDetectorID>	 Perilaku mendewakan seorang tokpol ini sangat berbahaya sekali.   @PDI_Perjuangan seharusnya introspeksi diri.
1401350291883139072	 2021-06-06 08:28:40	 +0700	 <KaraIndonesia_>	 Kara Indonesia adalah Local Brand yang mengusung garis design Smart Simple Sophisticated.
1401350291681775617	 2021-06-06 08:28:40	 +0700	 <anwar_syueb>	 @megatoken_io verry good project  @Sohana  @bani  @alisa  @shintiaap__  @Saminalvi   #bsc #Airdrops #newtoken
1401350291656626181	 2021-06-06 08:28:40	 +0700	 <riza_ajir>	 @korantempo Media bikin hoax dg berlindung dibalik kata DIDUGA.😜  Sudahlah, biarkan Ketua @KPK_RI bertindak sesuai mekanisme. Bgmn bisa bersih &amp; profesional kalo ada pegawai yg seenaknya atur2 &amp; politisasi KPK.  Yg dipecat getol playing victim, seolah2 cuma mrk orang baik2 &amp; berintegritas.  https://t.co/ALGseDMD4l
1401350290788388864	 2021-06-06 08:28:39	 +0700	 <JalanArjuna>	 @stv_7deg4res 😕
1401350290746400771	 2021-06-06 08:28:39	 +0700	 <dzkynfl_>	 Hanya dengan kata segalanya seakan menghilang~
1401350289785978884	 2021-06-06 08:28:39	 +0700	 <diikaa_tan>	 @florechitra  https://t.co/1q5s0Dqomu
1401350288322088961	 2021-06-06 08:28:39	 +0700	 <dealpolin>	 @rahmat_ardynn iyaa njir sumpah ga boong  tanya yang lain klo ga percaya
1401350287575511043	 2021-06-06 08:28:39	 +0700	 <tamtaam__>	 Msh aman blm panas.  https://t.co/fj6RWzx2pN
1401350285155393538	 2021-06-06 08:28:38	 +0700	 <sofiesyarief>	 @alderina Berhenti di lampu merah ganggu ritme jantung dan bikin turun rata-rata kecepatan, Pon. Kasian. Kamu lah yang harus paham.  🤭
1401350285008596992	 2021-06-06 08:28:38	 +0700	 <machmudb>	 @OposisiCerdas Tapi sekarang beliau ditendang...nt diem....trus ...emang nt ngemeng apa...???
1401350282445869058	 2021-06-06 08:28:37	 +0700	 <Nayayayayaaya>	 Kadang ngerasa jadi "the only one" kadang juga merasa "nothing", kadang perasaan bgtuh☺️
1401350277819625472	 2021-06-06 08:28:36	 +0700	 <burunggterbang>	 @akunsambateheh Hehehe iya
1401350274942386176	 2021-06-06 08:28:36	 +0700	 <JhonnyK_>	 @callmepaus gamau gaenak
1401350273981763590	 2021-06-06 08:28:35	 +0700	 <tiktokbatak>	 Guys, don't miss this opportunity, this project will be a great investment for you Claim your airdrop Get ready for the moon @RadhiShid @wawan050582 @Turyant39630351 @afdi11457231 @YogiswaraAga
1401350269728739330	 2021-06-06 08:28:34	 +0700	 <bullythekids>	 Sedang menghadiri pernikahan, baru sadar wo wo indo itu belaga udh kaya secret agent semua y
1401350265006006275	 2021-06-06 08:28:33	 +0700	 <COBAEINDRIDE>	 wkwkwkww
1401350263143682051	 2021-06-06 08:28:33	 +0700	 <cecilcicil>	 Tak pernah terlintas bila hari ku tanpa mu ...
1401350262942363651	 2021-06-06 08:28:33	 +0700	 <famekoprasetyo>	 @bxraq @INA_Citizens Adadong~  https://t.co/gtaTQqrv1w
1401350260476112896	 2021-06-06 08:28:32	 +0700	 <ksenengan>	 @doritoskuning buy
1401350258387427329	 2021-06-06 08:28:32	 +0700	 <gwonvr>	 @Hsilvia_ Happy birthday.
1401350256936185859	 2021-06-06 08:28:31	 +0700	 <BlueJeans_Hitam>	 @Tulkiyjemm @HeroeWhiteMachy Ahahaha...aku paling inget ceu odah
1401350256852312067	 2021-06-06 08:28:31	 +0700	 <burunggterbang>	 @estebu20 Hepi wikend juga kamu
1401350254444744709	 2021-06-06 08:28:31	 +0700	 <AndriansyahAh_5>	 @LucuLucuaaan Ciu,,,
1401350254377594882	 2021-06-06 08:28:31	 +0700	 <refreshcloth>	 PRODUKSI KAOS SABLON DAN JAHIT BERKUALITAS DI CIBITUNG-BEKASI. KUALITAS? BERANI DI ADU!
1401350253232615424	 2021-06-06 08:28:30	 +0700	 <MkomEliya>	 😀😀😀
1401350252154683394	 2021-06-06 08:28:30	 +0700	 <AbuNawas911>	 @Donto82341972  https://t.co/yXS8xveV7J
1401350250200064000	 2021-06-06 08:28:30	 +0700	 <putericorin>	 @FjarwoF @rezamarthin Astaghfirullah
1401350249852010500	 2021-06-06 08:28:30	 +0700	 <sadflowr>	 @partner_hidup bhahah
1401350249562591235	 2021-06-06 08:28:29	 +0700	 <miasm_>	 @jasmoone  https://t.co/fRXFVQ6OQD
1401350246538440704	 2021-06-06 08:28:29	 +0700	 <Nendenrahayu27>	 @Bang_Garr @Ganymedetoken Done wish me luck  https://t.co/78BrZX1cKw
1401350245741518848	 2021-06-06 08:28:29	 +0700	 <bertemudiri>	 ㅤ Lalu kini, ia dilihatkan suatu kejadian  menarik. Buku itu, maupun si empunya. Orang itu mendekat dengan senyum lugu pada paras, juga buku-buku lain yang sudah ia masukkan tas. ㅤ
1401350245691265025	 2021-06-06 08:28:29	 +0700	 <IntanBundaBerto>	 @Bang_Garr @WSBGiveaways Bismillah done abang 🙏  https://t.co/GltTSaXG0q
1401350243082379269	 2021-06-06 08:28:28	 +0700	 <SWYProjects>	 Berhentilah merendahkan diri. Orang lain akan menilai Anda sama dengan yang Anda nilai sendiri.
1401350241979301888	 2021-06-06 08:28:28	 +0700	 <RB1_1000_kazuha>	 @paworks_iroha 悩みまくってリアだけシャドーハウスのケイト様貼ってます＿(　_´ω`)_
1401350241698258946	 2021-06-06 08:28:28	 +0700	 <MNariyadi>	 @tempodotco Nggak presisi gitu ... 😆😆😆
1401350240079282176	 2021-06-06 08:28:27	 +0700	 <bemydaytoday>	 @Chococreamberry Siapp Tika.... 😂
1401350239999598594	 2021-06-06 08:28:27	 +0700	 <rahmarahayu25>	 @k0pi_pahitku Malu ga si, jadi perhatian di depan umum
1401350237373952000	 2021-06-06 08:28:27	 +0700	 <x1AUsensei80>	 @sasagyyeo @serendipooty Sedih seneng dan deg2an nyaksiin @hangyulsbae nikah...🥺😭  Pute...jgn lupain mak ya🤗🥺😭😭😭
1401350234207264770	 2021-06-06 08:28:26	 +0700	 <YupiezAurora>	 Semestinya lagu ini bikin baper, tapi karna lihat animasinya jadi bikin ngakak...  Hahaha... 🤣🤣   https://t.co/Jgj6em0lHP
1401350230973370369	 2021-06-06 08:28:25	 +0700	 <matchalahbuatlo>	 Terlihat makin susah digapai kamu joon :)  https://t.co/XjJRtlPFeA
1401350227836030977	 2021-06-06 08:28:24	 +0700	 <meredakan>	 im just scared of anything
1401350227097886720	 2021-06-06 08:28:24	 +0700	 <AgusRia72116931>	 @NaaaaaaSsM @felixsiauw Makanya otak n hati bersih di pake! Sok kelompok yg sok agamis, tapi hati n pikiran kotor, selalu souzon! Itu yg diajarkan guru ente ya?
1401350226661691393	 2021-06-06 08:28:24	 +0700	 <discosablerory>	 @tabodanita @BTS_twt they're totally adorable here. I really dont mind if Sakshma will get to interview them like hundred times more in the future. 😂
1401350219984371716	 2021-06-06 08:28:22	 +0700	 <dealpolin>	 @pnlm_xrx yuk bisa yuk skripsi sejak dini :')
1401350219720134660	 2021-06-06 08:28:22	 +0700	 <SINDOnews>	 Serangan Barbar! KKB Serang Sebuah Desa dan Bantai 100 Orang  https://t.co/ON1xLUY6yP
1401350218835062784	 2021-06-06 08:28:22	 +0700	 <pantau_com>	 Menkes Beri Tugas Khusus untuk Ganjar Terkait Lonjakan Kasus Covid-19 di Kudus  https://t.co/gbRRab1QoG
1401350215383207938	 2021-06-06 08:28:21	 +0700	 <Rhdtm_>	 Mukanye ajg calon orng sukses 🤣🤣🤣
1401350215324426241	 2021-06-06 08:28:21	 +0700	 <Ihsan_Fahrensya>	 Semakin berumur semakin kesini, kita cuma butuh jam tidur normal, pasangan yang menetap, dan uang yang banyak.
1401350214019997697	 2021-06-06 08:28:21	 +0700	 <putrprtm>	 Bli Eilish bisa gitu yakk
1401350205602029568	 2021-06-06 08:28:19	 +0700	 <HOMSAH_MAULANA>	 @e100ss pagi suara surabaya saya perwakilan korban indotatagraha selain kasus smartkos masih ada kasus developer hunian rumah yang jumlahnya milyaran, mohon di infokan agar tidak banyak korban lagi, ITG buka lagi luar pulau  https://t.co/BVWFCUxIwQ
1401350204620644354	 2021-06-06 08:28:19	 +0700	 <upilpolkadott>	 Whiskasnya mana
1401350194499788800	 2021-06-06 08:28:16	 +0700	 <hajaiz>	 Sadisnya Kementerian Agama dalam Merusak Aqidah Islam: Salam Oplosan Merusak Aqidah Didukung, Salam Islam Tak Dipakai  https://t.co/XaVpONSLUE
1401350192998195200	 2021-06-06 08:28:16	 +0700	 <MkomEliya>	 👍🙏
1401350189969928193	 2021-06-06 08:28:15	 +0700	 <missfajriah99>	 @kaiitzyy Morning
1401350189047181315	 2021-06-06 08:28:15	 +0700	 <endryjaya>	 @Kris3dd Budhe jgn nyindir om @bedo333l  Biar jarinya jempol kabeh, dia tetap sahabat ku!  https://t.co/VkRMghLUNa
1401350187956662274	 2021-06-06 08:28:15	 +0700	 <MeiAdisuko>	 @SeputarTetangga Ini saudara yang mau akal2an .
1401350187285549057	 2021-06-06 08:28:15	 +0700	 <sadflowr>	 @HeyAgungg izinin ke mamah
1401350186815823875	 2021-06-06 08:28:15	 +0700	 <Wteven3>	 @Bang_Garr Please bang,,goodlucky🙏🏆
1401350185842733070	 2021-06-06 08:28:14	 +0700	 <onyeeett>	 @clasiccccccccc pagii
1401350185700052993	 2021-06-06 08:28:14	 +0700	 <indrswry>	 @selasapagi_ @alfinrizalisme Setuju. Jangan!
1401350185628827648	 2021-06-06 08:28:14	 +0700	 <JanuarEko70>	 @JamieFrankum86 @PAWGcoinbsc @LanaRhoades He bought it for sell it back.., 🙈🤣🤣🤣🥳🥳🥳🥳🥳
1401350181174448128	 2021-06-06 08:28:13	 +0700	 <AndriansyahAh_5>	 @bundaarya1978 @LucuLucuaaan Itu cup nya aja yg bekas tempat naro sabun cuci piring, biasa mamak2 rmh tangga 🤣
1401350180440461323	 2021-06-06 08:28:13	 +0700	 <hynomus>	 Mine  https://t.co/OtgfJhplYI
1401350176183304194	 2021-06-06 08:28:12	 +0700	 <ikhalucky993>	 @Bang_Garr @WSBGiveaways done 😊😊  https://t.co/w6CzZVm10B
1401350175688335364	 2021-06-06 08:28:12	 +0700	 <DINTVVVLS>	 Mesin cuci rusak. Aku kudu piyeeeeee😭
1401350174220316672	 2021-06-06 08:28:12	 +0700	 <luls1112>	 @raflypmbd @shitlicious Mau basa basi tapi gabisa di DM
1401350171154288640	 2021-06-06 08:28:11	 +0700	 <goxoxonuna>	 Wtf punya mac lupa pass dr kemarin sialan blm diapa apain bngt dah lupa. Akibat riweuh trs 💩
1401350170424397830	 2021-06-06 08:28:11	 +0700	 <ayaharno>	 Bismillah ngelapak lagi,  jualan jas hujan kwalitas premium, silahkan warga depok sekitarnya bisa kepoin daerah juanda Depok pesona kayangan cc @axdwin @is_pelssy @RAMujiyono @KBroendoel @LiterasiTypo @musaKSQ @Catatan_ali7 @zarazettirazr @ZaraZettiraZZ @SridianaEva  https://t.co/Fs2dBbx8fy
1401350166880215041	 2021-06-06 08:28:10	 +0700	 <dealpolin>	 @BrotherChulo gua cari doi tapi ga dapet dapet
1401350165915598850	 2021-06-06 08:28:10	 +0700	 <afria2a>	 @YearnFinancRise @cctip_com #100xCoin
1401350164854448131	 2021-06-06 08:28:09	 +0700	 <Sulthanptra>	 alias mateng dah ini kulit
1401350164552372224	 2021-06-06 08:28:09	 +0700	 <gagalbucin>	 @saturnuseiusss sayang
1401350164527255555	 2021-06-06 08:28:09	 +0700	 <Nunung_HY>	 @Bang_Garr @WSBGiveaways Done Semoga Saya beruntung Amin  https://t.co/QmIBiT2PNg
1401350163696787460	 2021-06-06 08:28:09	 +0700	 <saegase>	 Wadu
1401350163164106752	 2021-06-06 08:28:09	 +0700	 <andrivalfajar>	 @khldhrds_ semogaaa yang disemogakan segera terwujud☺️☺️☺️
1401350163017306116	 2021-06-06 08:28:09	 +0700	 <wtrmlnmkl>	 @ZRFXEYV pagi, blm
1401350162337857540	 2021-06-06 08:28:09	 +0700	 <Nendenrahayu27>	 @Bang_Garr @Ganymedetoken  https://t.co/32QTK5u6JJ
1401350157329788928	 2021-06-06 08:28:07	 +0700	 <DianEight>	 @pakde_gatot @BahlulWan Pintu surga geser kanan , pintu neraka geser kiri ...wkwkkw..
1401350150916698112	 2021-06-06 08:28:06	 +0700	 <nanndarn>	 @nabilaasaf jadi kapan nikahnya? wkwkwk
1401350147389288451	 2021-06-06 08:28:05	 +0700	 <iniiniaaaa>	 @nastarpobik asik
1401350144964980737	 2021-06-06 08:28:05	 +0700	 <fskrr_>	 Kalo sakit perut gini, rasanya mo dipeluk doi HAHA  kalian punya doi ?
1401350144868507658	 2021-06-06 08:28:05	 +0700	 <tiga_duasatu>	 @Bang_Garr @WSBGiveaways  https://t.co/83ael8tZj7
1401350144373649408	 2021-06-06 08:28:04	 +0700	 <BedjoKato>	 @RetroReb0rn Busheeet...😀
1401350142729461760	 2021-06-06 08:28:04	 +0700	 <vikiviks_>	 @txtdrwarga ngakak bgt abis nabrak langsung fighting
1401350141903183873	 2021-06-06 08:28:04	 +0700	 <chiizz13>	 @99z_Ddowny Pisi fav nya samaan kayak wl @taggieadeoll
1401350138690301956	 2021-06-06 08:28:03	 +0700	 <ezaandrepm>	 @AlpukatAligator Emot buaya kenape ni haha
1401350129366433796	 2021-06-06 08:28:01	 +0700	 <adhityamulya>	 Am here for the replies 🤣🤣🤣🤣
1401350126002610176	 2021-06-06 08:28:00	 +0700	 <burunggterbang>	 @senjaa_13 Jauh dimata dekat dihati kan
1401350123058176001	 2021-06-06 08:27:59	 +0700	 <alfinakbar12>	 Nets NBA champs 2021
1401350122844295169	 2021-06-06 08:27:59	 +0700	 <rafiandra21>	 @WNF1official Anjir persis punya gua tapi turbo drivernya aja beda
1401350119291686914	 2021-06-06 08:27:58	 +0700	 <Nellaptr>	 Muka gatel dan merah2 krn nyiumin kucing yg hobi tiduran di pasir 🥲 gemes pollllll
1401350118922592259	 2021-06-06 08:27:58	 +0700	 <yersumi>	 Gw kok mikir yah kalau Orang2 yg tdk kompeten bicara soal agama tp berjubah agama sec fisik,para pelarian dari timur tengah yg nyocot rasis mulu akhir2 ini adl agen terbaik, yg disewa mrk2 yg juga ada dibalik operasi G 30 S/PKI.
1401350117538484229	 2021-06-06 08:27:58	 +0700	 <qiuqwerty>	 @jakartaakeras alhamdulillah amannn
1401350115982405640	 2021-06-06 08:27:58	 +0700	 <NugiePratomo>	 @Superkips48 Lebih ke; Skip - skip - [sering] skip 😆
1401350115651055619	 2021-06-06 08:27:58	 +0700	 <blantik_pedhet1>	 @Ajiek_Alma78 😛😛😛😝
1401350115508457474	 2021-06-06 08:27:58	 +0700	 <novaaladii>	 @khranciiiii Kenapa wkwk
1401350109959389194	 2021-06-06 08:27:56	 +0700	 <ahmadhito>	 @hiromocean 私はこんな感じです。セッション、朝日の深掘り、BBCは大体外さず聞いてます。  https://t.co/lr68NxrsZu
1401350108541685763	 2021-06-06 08:27:56	 +0700	 <Latzymelati>	 Support and follow the amazing Project
1401350106838753283	 2021-06-06 08:27:55	 +0700	 <Ardyazzuri1>	 @Bang_Garr @BanisterG  https://t.co/C1coLHAdkX
1401350104016068610	 2021-06-06 08:27:55	 +0700	 <Sulthanptra>	 salah bener dah maen bola di jakarta jam segini
1401350103152041987	 2021-06-06 08:27:55	 +0700	 <nuryadi94163378>	 @Bang_Garr @WSBGiveaways Done  https://t.co/ZB87G9jxOJ
1401350098915794945	 2021-06-06 08:27:54	 +0700	 <MkomEliya>	 Masih adakah upaya hukum yang dapat dilakukan ?
1401350098630500356	 2021-06-06 08:27:53	 +0700	 <sadflowr>	 sopi brisik bgt uangku dah abis anj
1401350097338650624	 2021-06-06 08:27:53	 +0700	 <PtTeindo>	 Xograph Digit-X Portable Densitometer teindo turbin energi indoasia  The Digit-X Densitometer is a unique, hand held transmission densitometer, combining ease of use with high accuracy and repeatability.  teindo(com)0813116530700  https://t.co/qBUEJgFTto
1401350096646639618	 2021-06-06 08:27:53	 +0700	 <Bontot_03>	 @whyrsnd @AlexandriOda Bner kan yang putih tu taman mini.. Trus ijo di ancoll.. Kalau di gbk malah ge gk tau wkwkkw
1401350095593869312	 2021-06-06 08:27:53	 +0700	 <ojol_sampingan>	 Om @BIB_Japuk kenapa?  Kirim link di WA sama DM Dibajak ya?  @NengRider_
1401350094666883078	 2021-06-06 08:27:53	 +0700	 <TxTdrCLG>	 heh cilegon ujung dmana?  😭
1401350093257601025	 2021-06-06 08:27:52	 +0700	 <rchjeon94>	 @Bukankunci_ Tama terditeksi bucin wkwkw
1401350092855005184	 2021-06-06 08:27:52	 +0700	 <fachryB>	 @MurtadhaOne1 @TurnBackHoax @MardaniAliSera Dari dulu saya selalu mempertanyakan apa sih manfaat PKS buat negeri ini?
1401350092800548864	 2021-06-06 08:27:52	 +0700	 <damai_tvone>	 Just posted a photo @ tvOneNews  https://t.co/O5B85YJsW4
1401350092708225025	 2021-06-06 08:27:52	 +0700	 <variasidimensi>	 wait, its all shadows on the wall?! 😂
1401350091437395975	 2021-06-06 08:27:52	 +0700	 <adamsalim01>	 Nusa penida 28/05/21 @ Broken Beach Nusa Penida  https://t.co/JDRmanX6eD
1401350090590195712	 2021-06-06 08:27:52	 +0700	 <CommuterLine>	 #RekanCommuters Informasi resmi mengenai layanan KAI Commuter dapat dilihat melalui sosial media &amp; website resmi  https://t.co/eskeiLRTo1. Jika memiliki informasi / pertanyaan seputar layanan KRL, hubungi Contact Center di 021-121 atau 121 &amp; akun Twitter resmi kami  @CommuterLine  https://t.co/nUNC07l5b4
1401350086001528836	 2021-06-06 08:27:50	 +0700	 <widamilan>	 @txtdarionlshop Misteri box kirain isinya kuntilanak merah
1401350082918637573	 2021-06-06 08:27:50	 +0700	 <Kookiekuushop>	 @hybelabelmarket Photocard  https://t.co/hH4wdEf3sE Lenti  https://t.co/O11ozZHuO2
1401350082394427392	 2021-06-06 08:27:50	 +0700	 <fahfajin>	 happy weekend semua!&lt;3
1401350081752616970	 2021-06-06 08:27:49	 +0700	 <giovan_prd>	 Smp Ga ikut ngurusin classmeet Basket ada masalah, ikut nyelesain... Sma Ga ikut ngurusin classmeet Game ada masalah, kena lagi..........
1401350081123520514	 2021-06-06 08:27:49	 +0700	 <apasiajg_>	 @raacangtipp skrg gua paham
1401350077134753797	 2021-06-06 08:27:48	 +0700	 <masdwika>	 Mahfud Md: Korupsi Saat Ini Jauh Lebih Gila dari Orde Baru - News  https://t.co/zfe7xnJ6rI  https://t.co/tBSDA4IyEh
1401350075654184961	 2021-06-06 08:27:48	 +0700	 <putrifour>	 Chat di buka2in doang tapi males bales astagfirullah. Dsr aku
1401350075456974850	 2021-06-06 08:27:48	 +0700	 <kopiihiitaam>	 @CakesFess rep
1401350075121426432	 2021-06-06 08:27:48	 +0700	 <seanmocca>	 @fadlybahari Makanya saya sangat anti dengan tagar-tagaran. Kecuali kalau mengundang untuk turun kejalan.
1401350073083072517	 2021-06-06 08:27:47	 +0700	 <riaaafs_10>	 @almostdita Lupa ss abis submit kak dit, smoga keterima yg ini TT  https://t.co/OWnQXnrHUY
1401350069148815366	 2021-06-06 08:27:46	 +0700	 <biaskujajan>	 @CaratShopINA Link shopee:   https://t.co/Mv0CSFEd9g
1401350066909028356	 2021-06-06 08:27:46	 +0700	 <Kidah_ardilah7>	 @rmddhani17 Ayo dong beli parfum jafra wangi nya gumbrang gambreng serius
1401350065831116810	 2021-06-06 08:27:46	 +0700	 <xxarcturus>	 @hepibusdeytuyu siaaapp siaaapp, makaasiiiiii
1401350065365557250	 2021-06-06 08:27:46	 +0700	 <RendiBayu14>	 @abcdefvcking Mentox sampe ke ulu hati mau 😝😝
1401350064925073409	 2021-06-06 08:27:45	 +0700	 <agoezzt>	 Pertama x nya dlm setahun ini merasa ndak enak badan...
1401350061276028932	 2021-06-06 08:27:45	 +0700	 <iniiniaaaa>	 @momi_af09 mantai
1401350060722454531	 2021-06-06 08:27:44	 +0700	 <CallHimRobby>	 @imkiky_10 It's okay. Better late than never :) Semoga pandemi di sini segera berakhir ya, jadi Tay dan musisi luar bisa manggung di sini lagi
1401350060286234624	 2021-06-06 08:27:44	 +0700	 <pvidia>	 Apa kata JennyTan seputar Bisnis Ibu RT - Trend Bisnis Internet yg terus meningkat  https://t.co/7rHwg2PS1D iklanlebah #mulaibisnis
1401350059518689283	 2021-06-06 08:27:44	 +0700	 <YuliiNapasha>	 Bosan!
1401350057681506307	 2021-06-06 08:27:44	 +0700	 <Indrie_mar>	 @Bang_Garr @WSBGiveaways Done all  https://t.co/jNxEhjLC9W
1401350054485532672	 2021-06-06 08:27:43	 +0700	 <agenciaartwork>	 ORDER DESIGN BERKUALITAS,DATELINE CEPAT DAN HARGA TERJANGKAU. CONTACT: 085693466261 #AgenciaArtwork
1401350049091653633	 2021-06-06 08:27:42	 +0700	 <cokelatkoin>	 @pokonyamiripni_ Ya namanya juga cowo ketemu yg begtuan digas wae lah
1401350044054261760	 2021-06-06 08:27:40	 +0700	 <inidanillaryd>	 @Ramaramaa_ udah yaa
1401350042191945728	 2021-06-06 08:27:40	 +0700	 <vkurvina__>	 Ada yang kucingnya bisa diadopsi?
1401350040514224130	 2021-06-06 08:27:40	 +0700	 <iniiniaaaa>	 @eviayusss bukan aku
1401350040086409217	 2021-06-06 08:27:40	 +0700	 <luigiiiluizyyy>	 @sellkpopfess WTS // Want To Sell  Pc Ar Selca Chenle 115k ✅ inc packing + fee admin ✅ good condi ✅ ready kamar ✅ bisa oren 🍊  📍Dom : jaktim  Tags nct dream jewel case ver  https://t.co/Al7TRRNrNj
1401350039889342468	 2021-06-06 08:27:39	 +0700	 <rendyyusuf>	 @ekan_dash FAVORIT!!
1401350038983385088	 2021-06-06 08:27:39	 +0700	 <risky_nugraha20>	 @istrinikol_ @partner_hidup Pasti ini gara" gemini
1401350038748491778	 2021-06-06 08:27:39	 +0700	 <burunggterbang>	 @susukntlmanisz Pagii dim
1401350038710747142	 2021-06-06 08:27:39	 +0700	 <Marceluminar>	 @fanofkitkats @CrapOnLinkedIn That guy’s tagline had me go like ‘piss off dude’
1401350038467407880	 2021-06-06 08:27:39	 +0700	 <IntanBundaBerto>	 @Bang_Garr @Ganymedetoken Bismillah done abang 🙏  https://t.co/XSNKqaLTPA
1401350035619540995	 2021-06-06 08:27:38	 +0700	 <bananaheaart>	 @improbablyurmom Hm
1401350034570964993	 2021-06-06 08:27:38	 +0700	 <yassarajagabisa>	 @kopoiwong  https://t.co/3ia5GtfSYm
1401350034365419525	 2021-06-06 08:27:38	 +0700	 <Mattaraja2>	 @felixsiauw  https://t.co/LL5g2st5L0
1401350034017247232	 2021-06-06 08:27:38	 +0700	 <romifazr>	 @txtdrjkt akhirnya salah jalan, puter baliknya jauh 🤣🤣
1401350030082994178	 2021-06-06 08:27:37	 +0700	 <yeolsooy>	 besok comeback tp sedih tap seneng jg
1401350029499977730	 2021-06-06 08:27:37	 +0700	 <sail0rmun>	 @worksfess worth
1401350027541319682	 2021-06-06 08:27:37	 +0700	 <sukasukasukaaah>	 Mentari pagi begitu indah dibandingkan mentari operator 😂 Limit quota  #gununggede #gunungpangrango  https://t.co/nagL5aamQZ
1401350025997815808	 2021-06-06 08:27:36	 +0700	 <gagalbucin>	 drop link ig mu mari mutualan😆
1401350024064241668	 2021-06-06 08:27:36	 +0700	 <EgidiaSetiawan>	 I believe this is a faithful project.The projector has a lot of attractions so hopefully the project will be better in the future and will be the best. I love it @viscoke21 @Vinsmok59595876 @Clay99Mrx
1401350023028252675	 2021-06-06 08:27:35	 +0700	 <saviraaauliaa>	 @RacunBelanja Dapatkan Gratis Ongkir Rp 0 &amp; Voucher Diskon 20RB  https://t.co/WRFYSEwpiy
1401350021648314368	 2021-06-06 08:27:35	 +0700	 <syauqisegar>	 Kok jadi gini
1401350020599717890	 2021-06-06 08:27:35	 +0700	 <khuzaipi>	 @txtdariperokok blok goblok
1401350018380963840	 2021-06-06 08:27:34	 +0700	 <salepjerawat>	 @Ridelvis_ Mourning bunda
1401350013146472448	 2021-06-06 08:27:33	 +0700	 <KaraiHime>	 @sam_aiya Thank you 🙈
1401350010311110660	 2021-06-06 08:27:32	 +0700	 <JihanMila0>	 @RetroReb0rn Masak mas
1401350010181062658	 2021-06-06 08:27:32	 +0700	 <hekmishima>	 Keknya gue bakalan beli sepatu roda!
1401350009828745217	 2021-06-06 08:27:32	 +0700	 <riarzn>	 @diarycandyy Gpp laa, bikin konten aja. Misal foto2 sebentar nanti lanjut ngobrol lagi atau mungkin fotoin tempat .. saran aja wkwk
1401350004493602821	 2021-06-06 08:27:31	 +0700	 <rendyyusuf>	 Galneryus ga pernah salah buat moodbooster
1401350002228613120	 2021-06-06 08:27:31	 +0700	 <parkjiminkr>	 @LUNERPW &lt;&gt; kalo scan-an setauku gapapa disebarin atai dipake dijadiin ava asal kalo yang ada wm nya gak dihapus dan gak dijadiin hak milik. Scan-an itu emang berbayar tapi itu kan udah bentuk fisik dan diproduksi terus. Bukan yang bener bener cuma satu kali produksi lalu udahan.
1401350001196863495	 2021-06-06 08:27:30	 +0700	 <deni_pasu3>	  https://t.co/lS9mwe5F2u
1401350000051851268	 2021-06-06 08:27:30	 +0700	 <Chronostorm666>	 @settiyach Yok... Hit my dm aj
1401349999984742410	 2021-06-06 08:27:30	 +0700	 <AngelistaAbrahm>	 My bias we are one.. ♥️♥️ @B_hundred_Hyun we just one   #EXO_SOLARECLIPSE #DONT_FIGHT_THE_FEELING  @weareoneEXO #EXO #엑소  https://t.co/72HjEh1eqr
1401349997422018562	 2021-06-06 08:27:29	 +0700	 <skxted>	 @cccentt @mitr0
1401349996981604355	 2021-06-06 08:27:29	 +0700	 <afria2a>	 @CryptoDruzy @PointBreak142_ @coinkit_ $btc #MDEX
1401349994028756996	 2021-06-06 08:27:29	 +0700	 <CommuterLine>	 #RekanCommuters Bagi Ibu Hamil yang akan melakukan perjalanan menggunakan KAI Commuter di lintas Yogyakarta-Solo silakan melakukan pendaftaran Pin Ibu Hamil via online dengan 2 cara: 1. Klik tautan:  https://t.co/1YLq3wpYdI melalui Browser. 2. Scan barcode pada gambar.  https://t.co/ZHWV9ZT0ux
1401349992040701952	 2021-06-06 08:27:28	 +0700	 <pius_sinaga>	 @nila_mrt @haikal_hassan manusia banke harus di usir nih orang kalau bisa didorr aja
1401349991147315201	 2021-06-06 08:27:28	 +0700	 <eveneechan>	 @bleissu 💔💔💔 love is pain 😭😭 Thank you so much hun!!
1401349990794948610	 2021-06-06 08:27:28	 +0700	 <ArieSondang>	 @GamaelBen @NCokunee Indonesia klo mo selamat NKRI mau utuh, harus ada pahlawan bertindak diluar hukum utk mengadili orang2 yg semacem ini, disisi lain ga setuju demokrasi, eh nyender ke demokrasi bebas ngomong semaunya, tapi merusak tatanan kebangsaan,...
